116012 x=140.735,y=67.25990000000003,w=5.799999999999898,h=2.0370999999999526
116013 x=139.398,y=65.93020000000003,w=5.439999999999998,h=2.015599999999978
116014 x=138.188,y=64.58819999999999,w=5.122000000000014,h=1.9956000000000103
116015 x=137.087,y=63.2356,w=4.838000000000022,h=1.9772000000000034
116016 x=136.077,y=61.87389999999999,w=4.585000000000008,h=1.9603000000000108
116017 x=135.1469999999999,y=60.50430000000002,w=4.357000000000085,h=1.9447999999999794
116018 x=134.286,y=59.12790000000003,w=4.151999999999987,h=1.9302999999999741
116019 x=133.484,y=57.7453,w=3.9669999999999845,h=1.9170999999999765
116020 x=132.734,y=56.35730000000002,w=3.799999999999983,h=1.904799999999966
116021 x=132.03,y=54.96449999999997,w=3.647999999999996,h=1.8935000000000173
116022 x=131.367,y=53.56740000000001,w=3.5090000000000146,h=1.8829999999999885
116023 x=130.74,y=52.16630000000003,w=3.382000000000005,h=1.8734000000000037
116024 x=130.144,y=50.76179999999998,w=3.266999999999996,h=1.8644000000000176
116025 x=129.577,y=49.35399999999999,w=3.1609999999998877,h=1.856100000000005
116026 x=129.036,y=47.94319999999998,w=3.062999999999988,h=1.8484999999999943
116027 x=128.518,y=46.52979999999999,w=2.9720000000000084,h=1.8413000000000324
116028 x=128.02,y=45.11379999999998,w=2.8899999999999864,h=1.8347000000000335
116029 x=127.542,y=43.69549999999997,w=2.812000000000097,h=1.8285000000000196
116030 x=127.08,y=42.27510000000002,w=2.7410000000001133,h=1.8227999999999795
116031 x=126.634,y=40.85270000000001,w=2.674999999999997,h=1.8174999999999955
116032 x=126.201,y=39.42840000000003,w=2.6140000000000043,h=1.8124999999999716
116033 x=125.782,y=38.0024,w=2.557000000000002,h=1.8078999999999752
116034 x=125.374,y=36.5747,w=2.5050000000000097,h=1.803699999999992
116035 x=124.977,y=35.14549999999999,w=2.4549999999999983,h=1.7997000000000014
116036 x=124.589,y=33.71490000000001,w=2.4099999999999966,h=1.7959999999999852
116037 x=124.21,y=32.28289999999998,w=2.368000000000009,h=1.7926000000000357
116038 x=123.84,y=30.84960000000002,w=2.328000000000003,h=1.789499999999979
116039 x=123.477,y=29.41519999999998,w=2.2920000000000016,h=1.7864999999999895
116040 x=123.12,y=27.97960000000001,w=2.2579999999999956,h=1.7837000000000103
116041 x=122.77,y=26.54299999999999,w=2.227000000000004,h=1.781200000000002
116042 x=122.425,y=25.1054,w=2.1980000000000075,h=1.7787999999999897
116043 x=122.086,y=23.66680000000001,w=2.1700000000000017,h=1.7767000000000124
116044 x=121.751,y=22.22730000000001,w=2.146000000000001,h=1.77479999999996
116045 x=121.42,y=20.78710000000001,w=2.1230000000000047,h=1.7728999999999893
116046 x=121.094,y=19.3461,w=2.100999999999999,h=1.771200000000011
116047 x=120.77,y=17.90429999999999,w=2.0829999999999984,h=1.7697000000000003
116048 x=120.45,y=16.46190000000001,w=2.0649999999999977,h=1.7683999999999997
116049 x=120.133,y=15.01889999999999,w=2.048000000000002,h=1.7671000000000294
116050 x=119.817,y=13.57540000000001,w=2.035000000000011,h=1.76589999999997
116051 x=119.504,y=12.13130000000002,w=2.0219999999999914,h=1.7649999999999686
116052 x=119.193,y=10.68679999999999,w=2.010000000000005,h=1.764100000000001
116053 x=118.883,y=9.241880000000018,w=2.0,h=1.7632199999999827
116054 x=118.575,y=7.796580000000022,w=1.9909999999999997,h=1.7625799999999803
116055 x=118.267,y=6.35095000000002,w=1.9840000000000089,h=1.7620299999999558
116056 x=117.96,y=4.905060000000008,w=1.9780000000000086,h=1.7615599999999976
116057 x=117.654,y=3.458920000000014,w=1.972999999999999,h=1.7612299999999914
116058 x=117.347,y=2.012599999999996,w=1.9710000000000036,h=1.7609800000000089
116059 x=117.041,y=0.56616,w=1.9680000000000035,h=1.7608200000000012
116060 x=116.734,y=-0.8803900000000042,w=1.9680000000000035,h=1.7607800000000284
116061 x=116.426,y=-2.326980000000001,w=1.968999999999994,h=1.7608200000000012
116062 x=116.118,y=-3.773569999999997,w=1.9699999999999989,h=1.7609800000000102
116063 x=115.808,y=-5.22013000000001,w=1.9739999999999895,h=1.7612200000000038
116064 x=115.497,y=-6.666609999999997,w=1.9779999999999944,h=1.7615799999999924
116065 x=115.184,y=-8.112979999999997,w=1.9840000000000089,h=1.7620399999999847
116066 x=114.869,y=-9.559149999999994,w=1.9909999999999997,h=1.7625899999999879
116067 x=114.552,y=-11.0051,w=2.0,h=1.7632299999999912
116068 x=114.232,y=-12.45079999999999,w=2.010000000000005,h=1.7639999999999798
116069 x=113.909,y=-13.89629999999999,w=2.0219999999999914,h=1.7649999999999686
116070 x=113.584,y=-15.34129999999998,w=2.033999999999992,h=1.76589999999997
116071 x=113.254,y=-16.786,w=2.0489999999999924,h=1.7670999999999921
116072 x=112.921,y=-18.23030000000001,w=2.063999999999993,h=1.7683999999999997
116073 x=112.583,y=-19.67400000000001,w=2.082000000000008,h=1.7697000000000003
116074 x=112.24,y=-21.11729999999999,w=2.102000000000004,h=1.7711999999999897
116075 x=111.892,y=-22.56,w=2.1230000000000047,h=1.7728999999999893
116076 x=111.539,y=-24.00209999999999,w=2.144999999999996,h=1.7747999999999813
116077 x=111.179,y=-25.4435,w=2.1700000000000017,h=1.7767000000000088
116078 x=110.812,y=-26.88419999999999,w=2.1980000000000075,h=1.7788999999999895
116079 x=110.439,y=-28.32419999999999,w=2.2260000000000133,h=1.7811999999999806
116080 x=110.057,y=-29.76330000000002,w=2.2579999999999956,h=1.7837000000000103
116081 x=109.667,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
116082 x=109.267,y=-32.63909999999998,w=2.328000000000003,h=1.789499999999979
116083 x=108.857,y=-34.07550000000001,w=2.367999999999995,h=1.7926000000000357
116084 x=108.436,y=-35.51089999999999,w=2.4099999999999966,h=1.7959999999999852
116085 x=108.003,y=-36.94520000000001,w=2.4549999999999983,h=1.7997000000000156
116086 x=107.557,y=-38.37840000000001,w=2.5040000000001044,h=1.8037000000000134
116087 x=107.096,y=-39.81029999999998,w=2.557000000000002,h=1.8079999999999785
116088 x=106.62,y=-41.24090000000001,w=2.61399999999999,h=1.8125
116089 x=106.126,y=-42.67019999999999,w=2.676000000000002,h=1.8174999999999741
116090 x=105.614,y=-44.0979,w=2.7409999999999997,h=1.8227999999999795
116091 x=105.081,y=-45.52399999999999,w=2.8130000000000024,h=1.8284999999999982
116092 x=104.526,y=-46.9485,w=2.88900000000001,h=1.834699999999991
116093 x=103.945,y=-48.37110000000002,w=2.9720000000000084,h=1.8413000000000324
116094 x=103.337,y=-49.7917,w=3.0619999999999976,h=1.8485000000000014
116095 x=102.698,y=-51.21010000000002,w=3.160000000000011,h=1.8561000000000263
116096 x=102.024,y=-52.6262,w=3.266999999999996,h=1.8644000000000105
116097 x=101.313,y=-54.03970000000001,w=3.3829999999999956,h=1.8734000000000037
116098 x=100.559,y=-55.4504,w=3.5090000000000003,h=1.8830000000000098
116099 x=99.757,y=-56.858,w=3.647999999999996,h=1.8935000000000102
116100 x=98.9011,y=-58.26210000000001,w=3.799899999999994,h=1.9048000000000087
116101 x=97.98389999999999,y=-59.66239999999999,w=3.967100000000002,h=1.9170999999999907
116102 x=96.9973,y=-61.05820000000001,w=4.151700000000005,h=1.9303999999999988
116103 x=95.93099999999997,y=-62.44909999999999,w=4.357000000000028,h=1.9447999999999936
116104 x=94.77350000000001,y=-63.8342,w=4.584299999999985,h=1.9603000000000108
116105 x=93.51060000000001,y=-65.2128,w=4.837799999999959,h=1.9772000000000034
116106 x=92.1252,y=-66.5838,w=5.121599999999987,h=1.9955999999999818
116107 x=90.59689999999999,y=-67.9457,w=5.440399999999954,h=2.0154999999999887
116108 x=88.90070000000003,y=-69.297,w=5.7997999999999905,h=2.0370999999999952
116109 x=87.00580000000001,y=-70.6354,w=6.206499999999977,h=2.0604000000000013
116110 x=84.8746,y=-71.9582,w=6.667999999999992,h=2.0853000000000037
116111 x=82.4608,y=-73.2618,w=7.192700000000002,h=2.1118999999999772
116112 x=79.70709999999995,y=-74.54139999999998,w=7.789500000000032,h=2.1397999999999797
116113 x=76.54340000000002,y=-75.7905,w=8.466199999999944,h=2.1680999999999955
116114 x=72.88469999999998,y=-77.0006,w=9.227699999999984,h=2.1957000000000164
116115 x=68.63079999999998,y=-78.15970000000002,w=10.07080000000002,h=2.220300000000009
116116 x=63.6694,y=-79.2513,w=10.974799999999995,h=2.237800000000007
116117 x=57.88640000000001,y=-80.2529,w=11.887499999999974,h=2.241900000000001
116118 x=51.18999999999998,y=-81.13399999999999,w=12.702800000000003,h=2.2227999999999923
116119 x=43.55079999999998,y=-81.8555,w=13.241500000000016,h=2.166700000000006
116120 x=35.05680000000001,y=-82.37189999999998,w=13.254699999999993,h=2.0576999999999828
116121 x=25.95450000000001,y=-82.6401,w=12.496799999999972,h=1.8836000000000155
116122 x=15.56069999999998,y=-82.6328,w=11.95320000000001,h=1.6440000000000055
116247 x=-180.0,y=80.87617335285505,w=4.759999999999991,h=1.7639266471449702
116248 x=162.403,y=80.31420000000001,w=13.254000000000019,h=2.0576999999999686
117001 x=-180.0,y=79.6888,w=10.338999999999999,h=2.166700000000006
117002 x=169.997,y=78.91120000000002,w=10.002999999999986,h=2.2228000000000065
117003 x=164.116,y=78.01099999999995,w=11.887999999999977,h=2.241900000000058
117004 x=159.246,y=77.01350000000002,w=10.974999999999994,h=2.2377999999999787
117005 x=155.189,y=75.9394,w=10.069999999999993,h=2.220299999999966
117006 x=151.778,y=74.80490000000002,w=9.227000000000004,h=2.195699999999988
117007 x=148.881,y=73.62250000000002,w=8.466000000000008,h=2.167999999999978
117008 x=146.394,y=72.40170000000002,w=7.788999999999987,h=2.1396999999999906
117009 x=144.237,y=71.14990000000002,w=7.192000000000007,h=2.111899999999963
117010 x=142.347,y=69.8729,w=6.668999999999983,h=2.085399999999993
117011 x=140.678,y=68.575,w=6.205999999999989,h=2.0604000000000013
117012 x=139.19,y=67.25990000000003,w=5.799000000000092,h=2.0370999999999526
117013 x=137.853,y=65.93020000000003,w=5.439999999999998,h=2.015599999999978
117014 x=136.643,y=64.58819999999999,w=5.121999999999986,h=1.9956000000000103
117015 x=135.542,y=63.2356,w=4.837999999999994,h=1.9772000000000034
117016 x=134.532,y=61.87389999999999,w=4.5849999999999795,h=1.9603000000000108
117017 x=133.602,y=60.50430000000002,w=4.356999999999999,h=1.9447999999999794
117018 x=132.741,y=59.12790000000003,w=4.151999999999987,h=1.9302999999999741
117019 x=131.939,y=57.7453,w=3.967000000000013,h=1.9170999999999765
117020 x=131.189,y=56.35730000000002,w=3.8000000000000966,h=1.904799999999966
117021 x=130.485,y=54.96449999999997,w=3.647999999999996,h=1.8935000000000173
117022 x=129.822,y=53.56740000000001,w=3.508999999999986,h=1.8829999999999885
117023 x=129.194,y=52.16630000000003,w=3.3830000000000098,h=1.8734000000000037
117024 x=128.599,y=50.76179999999998,w=3.2670000000000243,h=1.8644000000000176
117025 x=128.032,y=49.35399999999999,w=3.1610000000000014,h=1.856100000000005
117026 x=127.491,y=47.94319999999998,w=3.0619999999999976,h=1.8484999999999943
117027 x=126.973,y=46.52979999999999,w=2.971999999999994,h=1.8413000000000324
117028 x=126.475,y=45.11379999999998,w=2.8890000000000953,h=1.8347000000000335
117029 x=125.997,y=43.69549999999997,w=2.8119999999999976,h=1.8285000000000196
117030 x=125.535,y=42.27510000000002,w=2.741000000000014,h=1.8227999999999795
117031 x=125.089,y=40.85270000000001,w=2.674999999999997,h=1.8174999999999955
117032 x=124.656,y=39.42840000000003,w=2.61399999999999,h=1.8124999999999716
117033 x=124.237,y=38.0024,w=2.557000000000002,h=1.8078999999999752
117034 x=123.829,y=36.5747,w=2.5050000000000097,h=1.803699999999992
117035 x=123.432,y=35.14549999999999,w=2.4549999999999983,h=1.7997000000000014
117036 x=123.044,y=33.71490000000001,w=2.4099999999999966,h=1.7959999999999852
117037 x=122.665,y=32.28289999999998,w=2.367999999999995,h=1.7926000000000357
117038 x=122.295,y=30.84960000000002,w=2.328000000000003,h=1.789499999999979
117039 x=121.932,y=29.41519999999998,w=2.2920000000000016,h=1.7864999999999895
117040 x=121.575,y=27.97960000000001,w=2.2579999999999956,h=1.7837000000000103
117041 x=121.225,y=26.54299999999999,w=2.227000000000004,h=1.781200000000002
117042 x=120.88,y=25.1054,w=2.1980000000000075,h=1.7787999999999897
117043 x=120.541,y=23.66680000000001,w=2.1700000000000017,h=1.7767000000000124
117044 x=120.206,y=22.22730000000001,w=2.146000000000001,h=1.77479999999996
117045 x=119.875,y=20.78710000000001,w=2.1230000000000047,h=1.7728999999999893
117046 x=119.549,y=19.3461,w=2.100999999999999,h=1.771200000000011
117047 x=119.225,y=17.90429999999999,w=2.082000000000008,h=1.7697000000000003
117048 x=118.905,y=16.46190000000001,w=2.0649999999999977,h=1.7683999999999997
117049 x=118.587,y=15.01889999999999,w=2.0489999999999924,h=1.7671000000000294
117050 x=118.2720000000001,y=13.57540000000001,w=2.034999999999897,h=1.76589999999997
117051 x=117.959,y=12.13130000000002,w=2.0219999999999914,h=1.7649999999999686
117052 x=117.648,y=10.68679999999999,w=2.010000000000005,h=1.764100000000001
117053 x=117.338,y=9.241880000000018,w=2.0,h=1.7632199999999827
117054 x=117.03,y=7.796580000000022,w=1.9909999999999997,h=1.7625799999999803
117055 x=116.722,y=6.35095000000002,w=1.9840000000000089,h=1.7620299999999558
117056 x=116.415,y=4.905060000000008,w=1.9779999999999944,h=1.7615599999999976
117057 x=116.108,y=3.458920000000014,w=1.9739999999999895,h=1.7612299999999914
117058 x=115.802,y=2.012599999999996,w=1.9709999999999894,h=1.7609800000000089
117059 x=115.495,y=0.56616,w=1.968999999999994,h=1.7608200000000012
117060 x=115.189,y=-0.8803900000000042,w=1.9680000000000035,h=1.7607800000000284
117061 x=114.881,y=-2.326980000000001,w=1.968999999999994,h=1.7608200000000012
117062 x=114.572,y=-3.773569999999997,w=1.9710000000000036,h=1.7609800000000102
117063 x=114.263,y=-5.22013000000001,w=1.9739999999999895,h=1.7612200000000038
117064 x=113.952,y=-6.666609999999997,w=1.9780000000000086,h=1.7615799999999924
117065 x=113.639,y=-8.112979999999997,w=1.9840000000000089,h=1.7620399999999847
117066 x=113.324,y=-9.559149999999994,w=1.9909999999999997,h=1.7625899999999879
117067 x=113.007,y=-11.0051,w=2.0,h=1.7632299999999912
117068 x=112.687,y=-12.45079999999999,w=2.010000000000005,h=1.7639999999999798
117069 x=112.364,y=-13.89629999999999,w=2.0219999999999914,h=1.7649999999999686
117070 x=112.038,y=-15.34129999999998,w=2.0349999999999966,h=1.76589999999997
117071 x=111.709,y=-16.786,w=2.0489999999999924,h=1.7670999999999921
117072 x=111.375,y=-18.23030000000001,w=2.0649999999999977,h=1.7683999999999997
117073 x=111.038,y=-19.67400000000001,w=2.082000000000008,h=1.7697000000000003
117074 x=110.695,y=-21.11729999999999,w=2.1010000000000133,h=1.7711999999999897
117075 x=110.347,y=-22.56,w=2.1230000000000047,h=1.7728999999999893
117076 x=109.994,y=-24.00209999999999,w=2.144999999999996,h=1.7747999999999813
117077 x=109.634,y=-25.4435,w=2.1700000000000017,h=1.7767000000000088
117078 x=109.267,y=-26.88419999999999,w=2.1980000000000075,h=1.7788999999999895
117079 x=108.894,y=-28.32419999999999,w=2.225999999999999,h=1.7811999999999806
117080 x=108.512,y=-29.76330000000002,w=2.2579999999999956,h=1.7837000000000103
117081 x=108.121,y=-31.20169999999999,w=2.2920000000000016,h=1.786499999999993
117082 x=107.722,y=-32.63909999999998,w=2.328000000000003,h=1.789499999999979
117083 x=107.312,y=-34.07550000000001,w=2.368000000000009,h=1.7926000000000357
117084 x=106.891,y=-35.51089999999999,w=2.4099999999999966,h=1.7959999999999852
117085 x=106.458,y=-36.94520000000001,w=2.4549999999999983,h=1.7997000000000156
117086 x=106.012,y=-38.37840000000001,w=2.504000000000005,h=1.8037000000000134
117087 x=105.551,y=-39.81029999999998,w=2.557000000000002,h=1.8079999999999785
117088 x=105.075,y=-41.24090000000001,w=2.61399999999999,h=1.8125
117089 x=104.581,y=-42.67019999999999,w=2.674999999999997,h=1.8174999999999741
117090 x=104.069,y=-44.0979,w=2.7409999999999997,h=1.8227999999999795
117091 x=103.536,y=-45.52399999999999,w=2.8119999999999976,h=1.8284999999999982
117092 x=102.981,y=-46.9485,w=2.88900000000001,h=1.834699999999991
117093 x=102.4,y=-48.37110000000002,w=2.9719999999998947,h=1.8413000000000324
117094 x=101.792,y=-49.7917,w=3.0619999999999976,h=1.8485000000000014
117095 x=101.153,y=-51.21010000000002,w=3.1599999999999966,h=1.8561000000000263
117096 x=100.479,y=-52.6262,w=3.266999999999996,h=1.8644000000000105
117097 x=99.7679,y=-54.03970000000001,w=3.383099999999999,h=1.8734000000000037
117098 x=99.01390000000002,y=-55.4504,w=3.5090999999999752,h=1.8830000000000098
117099 x=98.212,y=-56.858,w=3.647999999999996,h=1.8935000000000102
117100 x=97.356,y=-58.26210000000001,w=3.8000000000000114,h=1.9048000000000087
117101 x=96.43889999999998,y=-59.66239999999999,w=3.9671000000000305,h=1.9170999999999907
117102 x=95.45219999999999,y=-61.05820000000001,w=4.152200000000022,h=1.9303999999999988
117103 x=94.38599999999995,y=-62.44909999999999,w=4.3568000000000495,h=1.9447999999999936
117104 x=93.22839999999997,y=-63.8342,w=4.584300000000056,h=1.9603000000000108
117105 x=91.9655,y=-65.2128,w=4.837799999999959,h=1.9772000000000034
117106 x=90.5802,y=-66.5838,w=5.121499999999941,h=1.9955999999999818
117107 x=89.05179999999994,y=-67.9457,w=5.440400000000068,h=2.0154999999999887
117108 x=87.35559999999998,y=-69.297,w=5.7997999999999905,h=2.0370999999999952
117109 x=85.46069999999996,y=-70.6354,w=6.2065000000000055,h=2.0604000000000013
117110 x=83.32949999999998,y=-71.9582,w=6.668100000000038,h=2.0853000000000037
117111 x=80.9157,y=-73.2618,w=7.192799999999991,h=2.1118999999999772
117112 x=78.16200000000002,y=-74.54139999999998,w=7.78949999999999,h=2.1397999999999797
117113 x=74.9983,y=-75.7905,w=8.466199999999986,h=2.1680999999999955
117114 x=71.33969999999998,y=-77.0006,w=9.227700000000056,h=2.1957000000000164
117115 x=67.0858,y=-78.15970000000002,w=10.070699999999988,h=2.220300000000009
117116 x=62.12429999999999,y=-79.2513,w=10.974800000000045,h=2.237800000000007
117117 x=56.3414,y=-80.2529,w=11.88740000000002,h=2.241900000000001
117118 x=49.64490000000001,y=-81.13399999999999,w=12.70280000000001,h=2.2227999999999923
117119 x=42.0057,y=-81.8555,w=13.241499999999995,h=2.166700000000006
117120 x=33.5118,y=-82.37189999999998,w=13.254600000000018,h=2.0576999999999828
117121 x=24.4095,y=-82.6401,w=12.496700000000011,h=1.8836000000000155
117122 x=14.01560000000001,y=-82.6328,w=11.95329999999997,h=1.6440000000000055
117247 x=-180.0,y=80.91467717004811,w=3.2150000000000034,h=1.7254228299519099
117248 x=160.858,y=80.31420000000001,w=13.25399999999999,h=2.0576999999999686
118001 x=-180.0,y=79.6888,w=8.794000000000011,h=2.166700000000006
118002 x=168.452,y=78.91120000000002,w=11.548000000000002,h=2.2228000000000065
118003 x=162.571,y=78.01099999999995,w=11.888000000000005,h=2.241900000000058
